otu	sample	abundance	participant_id	study_week	semester	supplement_consumed	frequency	final_weight	phylum	class	order	family	genus
sv-1:U422-1_S251_L001_001	U501_2	0.3481735159817352	U501	week1	Winter2018	BRMPS	2xdaily	0.55	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U188_4	0.3480603448275862	U188	week1	Winter2016	BRMPS	2xdaily	0.39	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U152_3	0.3467741935483871	U152	week1	Winter2016	BRMPS	2xdaily	0.48	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U541_2	0.34619883040935673	U541	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U131_5	0.34334763948497854	U131	week3	Winter2016	BRMPS	2xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U131_4	0.34263392857142855	U131	week1	Winter2016	BRMPS	2xdaily	0.54	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U507_4	0.33916849015317285	U507	week3	Winter2018	BRMPS	2xdaily	0.43	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U541_4	0.3381893860561915	U541	week3	Winter2018	BRMPS	2xdaily	0.65	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U131_6	0.3381057268722467	U131	week3	Winter2016	BRMPS	2xdaily	0.6	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U535_6	0.3373626373626374	U535	week3	Winter2018	BRMPS	2xdaily	0.54	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U185_5	0.3364817001180638	U185	week3	Winter2016	BRMPS	2xdaily	0.33	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U543_2	0.3336898395721925	U543	week1	Winter2018	BRMPS	2xdaily	0.5	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U247_1	0.3333333333333333	U247	week1	Fall2016	BRMPS	1xdaily	0.54	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U224_1	0.33192834562697576	U224	week1	Fall2016	BRMPS	1xdaily	0.49	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U525_4	0.3288888888888889	U525	week3	Winter2018	BRMPS	2xdaily	0.61	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U247_6	0.32800851970181044	U247	week3	Fall2016	BRMPS	1xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U507_5	0.32666666666666666	U507	week3	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U520_4	0.3213872832369942	U520	week3	Winter2018	BRMPS	2xdaily	0.56	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U282_1	0.31786074672048437	U282	week1	Fall2016	BRMPS	1xdaily	0.17	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U231_3	0.3172043010752688	U231	week1	Fall2016	BRMPS	1xdaily	0.55	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U269_5	0.3164983164983165	U269	week3	Fall2016	BRMPS	1xdaily	0.48	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U188_3	0.3157894736842105	U188	week1	Winter2016	BRMPS	2xdaily	0.33	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U276_2	0.3150984682713348	U276	week1	Fall2016	BRMPS	1xdaily	0.45	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U269_3	0.3119047619047619	U269	week1	Fall2016	BRMPS	1xdaily	0.42	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U542_5	0.31096196868008946	U542	week3	Winter2018	BRMPS	2xdaily	0.69	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U501_1	0.31049250535331907	U501	week1	Winter2018	BRMPS	2xdaily	0.3	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U541_5	0.3082788671023965	U541	week3	Winter2018	BRMPS	2xdaily	0.44	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U152_8	0.3077956989247312	U152	week3	Winter2016	BRMPS	2xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U536_2	0.306941431670282	U536	week1	Winter2018	BRMPS	2xdaily	0.38	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U526_3	0.30601659751037347	U526	week1	Winter2018	BRMPS	2xdaily	0.57	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U520_5	0.30600461893764436	U520	week3	Winter2018	BRMPS	2xdaily	0.5	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U247_2	0.3054393305439331	U247	week1	Fall2016	BRMPS	1xdaily	0.58	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U518_3	0.3030973451327434	U518	week1	Winter2018	BRMPS	2xdaily	0.45	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U525_3	0.30292397660818715	U525	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U542_2	0.30094043887147337	U542	week1	Winter2018	BRMPS	2xdaily	0.63	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U523_6	0.2971014492753623	U523	week3	Winter2018	BRMPS	2xdaily	0.47	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U224_6	0.29213483146067415	U224	week3	Fall2016	BRMPS	1xdaily	0.23	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U510_3	0.2907949790794979	U510	week1	Winter2018	BRMPS	2xdaily	0.49	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U526_5	0.2894736842105263	U526	week3	Winter2018	BRMPS	2xdaily	0.46	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U248_5	0.28779840848806365	U248	week3	Fall2016	BRMPS	1xdaily	0.51	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U166_6	0.2855567805953694	U166	week3	Winter2016	BRMPS	2xdaily	0.17	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U541_3	0.2855436081242533	U541	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U188_5	0.2852529601722282	U188	week3	Winter2016	BRMPS	2xdaily	0.41	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U542_4	0.2828389830508475	U542	week3	Winter2018	BRMPS	2xdaily	0.7	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U545_3	0.2814982973893303	U545	week1	Winter2018	BRMPS	2xdaily	0.42	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U536_6	0.2806183115338882	U536	week3	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U166_5	0.2765957446808511	U166	week3	Winter2016	BRMPS	2xdaily	0.21	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U545_1	0.27641408751334046	U545	week1	Winter2018	BRMPS	2xdaily	0.2	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U543_3	0.2762312633832976	U543	week1	Winter2018	BRMPS	2xdaily	0.53	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U261_4	0.27521008403361347	U261	week3	Fall2016	BRMPS	1xdaily	0.47	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U535_4	0.273784355179704	U535	week3	Winter2018	BRMPS	2xdaily	0.59	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U188_2	0.2733050847457627	U188	week1	Winter2016	BRMPS	2xdaily	0.54	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U543_1	0.2732067510548523	U543	week1	Winter2018	BRMPS	2xdaily	0.37	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U129_7	0.2727272727272727	U129	week3	Winter2016	BRMPS	2xdaily	0.67	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U518_5	0.27262931034482757	U518	week3	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U502_1	0.2723358449946179	U502	week1	Winter2018	BRMPS	2xdaily	0.25	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U282_3	0.26988922457200404	U282	week1	Fall2016	BRMPS	1xdaily	0.56	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U535_1	0.2692307692307692	U535	week1	Winter2018	BRMPS	2xdaily	0.31	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U536_1	0.26695842450765866	U536	week1	Winter2018	BRMPS	2xdaily	0.49	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U269_6	0.2665929203539823	U269	week3	Fall2016	BRMPS	1xdaily	0.48	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U541_1	0.2650887573964497	U541	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U519_5	0.2648936170212766	U519	week3	Winter2018	BRMPS	2xdaily	0.43	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U519_4	0.2632146709816613	U519	week3	Winter2018	BRMPS	2xdaily	0.46	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U520_2	0.2630979498861048	U520	week1	Winter2018	BRMPS	2xdaily	0.31	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U519_6	0.2597402597402597	U519	week3	Winter2018	BRMPS	2xdaily	0.46	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U543_4	0.2557894736842105	U543	week3	Winter2018	BRMPS	2xdaily	0.47	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U543_6	0.2532467532467532	U543	week3	Winter2018	BRMPS	2xdaily	0.61	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U526_4	0.25301204819277107	U526	week3	Winter2018	BRMPS	2xdaily	0.53	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U248_3	0.25065963060686014	U248	week1	Fall2016	BRMPS	1xdaily	0.74	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U500_6	0.25026968716289105	U500	week3	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U223_1	0.24971231300345226	U223	week1	Fall2016	BRMPS	1xdaily	1	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U501_4	0.24628450106157113	U501	week3	Winter2018	BRMPS	2xdaily	0.25	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U500_4	0.2452431289640592	U500	week3	Winter2018	BRMPS	2xdaily	0.51	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U507_3	0.2450638792102207	U507	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U523_2	0.24504084014002334	U523	week1	Winter2018	BRMPS	2xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U501_5	0.24392819429778248	U501	week3	Winter2018	BRMPS	2xdaily	0.36	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U276_3	0.2430939226519337	U276	week1	Fall2016	BRMPS	1xdaily	0.48	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U545_6	0.2417452830188679	U545	week3	Winter2018	BRMPS	2xdaily	0.49	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U166_7	0.2414928649835346	U166	week3	Winter2016	BRMPS	2xdaily	0.4	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U259_4	0.2413793103448276	U259	week3	Fall2016	BRMPS	1xdaily	0.6	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U286_3	0.24119530416221985	U286	week1	Fall2016	BRMPS	1xdaily	0.56	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U526_2	0.2375	U526	week1	Winter2018	BRMPS	2xdaily	0.4	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U166_8	0.23669309173272934	U166	week3	Winter2016	BRMPS	2xdaily	0.44	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U185_4	0.23565323565323565	U185	week1	Winter2016	BRMPS	2xdaily	0.18	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U523_1	0.23536439665471923	U523	week1	Winter2018	BRMPS	2xdaily	0.5	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U530_2	0.232508073196986	U530	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U530_3	0.22835497835497837	U530	week1	Winter2018	BRMPS	2xdaily	0.19	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U286_6	0.22717391304347825	U286	week3	Fall2016	BRMPS	1xdaily	0.66	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U286_4	0.22494669509594883	U286	week3	Fall2016	BRMPS	1xdaily	0.66	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U223_3	0.2222222222222222	U223	week1	Fall2016	BRMPS	1xdaily	0.65	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U511_2	0.22029988465974626	U511	week1	Winter2018	BRMPS	2xdaily	0.41	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U530_4	0.21948608137044967	U530	week3	Winter2018	BRMPS	2xdaily	0.26	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U188_6	0.2176278563656148	U188	week3	Winter2016	BRMPS	2xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U259_6	0.2163265306122449	U259	week3	Fall2016	BRMPS	1xdaily	0.44	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U248_1	0.2158176943699732	U248	week1	Fall2016	BRMPS	1xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U224_4	0.21481481481481482	U224	week3	Fall2016	BRMPS	1xdaily	0.39	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U543_5	0.21474358974358973	U543	week3	Winter2018	BRMPS	2xdaily	0.56	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U224_2	0.21406086044071354	U224	week1	Fall2016	BRMPS	1xdaily	0.8	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U188_7	0.21185510428100987	U188	week3	Winter2016	BRMPS	2xdaily	0.44	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U545_5	0.21072319201995013	U545	week3	Winter2018	BRMPS	2xdaily	0.51	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U248_2	0.21031746031746032	U248	week1	Fall2016	BRMPS	1xdaily	0.53	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U502_3	0.20903954802259886	U502	week1	Winter2018	BRMPS	2xdaily	0.3	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U286_2	0.20770877944325483	U286	week1	Fall2016	BRMPS	1xdaily	0.6	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U248_4	0.20764331210191084	U248	week3	Fall2016	BRMPS	1xdaily	0.39	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U530_5	0.2055378061767838	U530	week3	Winter2018	BRMPS	2xdaily	0.35	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U530_1	0.20543478260869566	U530	week1	Winter2018	BRMPS	2xdaily	0.34	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U223_2	0.20321469575200918	U223	week1	Fall2016	BRMPS	1xdaily	0.79	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U268_2	0.20143149284253578	U268	week1	Fall2016	BRMPS	1xdaily	0.27	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U259_5	0.19540229885057472	U259	week3	Fall2016	BRMPS	1xdaily	0.52	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U132_5	0.19441460794844254	U132	week3	Winter2016	BRMPS	2xdaily	0.55	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U300_3	0.18976545842217485	U300	week1	Fall2016	BRMPS	1xdaily	0.69	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U509_2	0.18969298245614036	U509	week1	Winter2018	BRMPS	2xdaily	0.34	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U268_5	0.18813905930470348	U268	week3	Fall2016	BRMPS	1xdaily	0.14	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U286_1	0.1835372636262514	U286	week1	Fall2016	BRMPS	1xdaily	0.79	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U524_3	0.18022657054582905	U524	week1	Winter2018	BRMPS	2xdaily	0.29	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U268_3	0.1797979797979798	U268	week1	Fall2016	BRMPS	1xdaily	0.77	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U509_1	0.17814207650273223	U509	week1	Winter2018	BRMPS	2xdaily	0.51	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U502_6	0.17470525187566988	U502	week3	Winter2018	BRMPS	2xdaily	0.39	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U296_6	0.1744186046511628	U296	week3	Fall2016	BRMPS	1xdaily	0.53	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U509_4	0.17326203208556148	U509	week3	Winter2018	BRMPS	2xdaily	0.42	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U268_4	0.1710794297352342	U268	week3	Fall2016	BRMPS	1xdaily	0.12	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U536_3	0.17041800643086816	U536	week1	Winter2018	BRMPS	2xdaily	NA	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U269_1	0.16991963260619977	U269	week1	Fall2016	BRMPS	1xdaily	0.61	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
sv-1:U422-1_S251_L001_001	U502_2	0.16887417218543047	U502	week1	Winter2018	BRMPS	2xdaily	0.27	Bacteroidetes <Bacteroidetes>	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
