otu	sample	abundance	participant_id	study_week	semester	supplement_consumed	frequency	final_weight	phylum	class	order	family	genus
sv-70:U250-2_S126_L001_001	U517_1	0.00102880658436214	U517	week1	Winter2018	BRMPS	2xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U526_1	0.0010224948875255625	U526	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U224_6	0.0010214504596527069	U224	week3	Fall2016	BRMPS	1xdaily	0.23	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U526_6	0.0010193679918450561	U526	week3	Winter2018	BRMPS	2xdaily	0.43	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U150_5	0.001017293997965412	U150	week3	Winter2016	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U150_6	0.0010152284263959391	U150	week3	Winter2016	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U296_5	0.0010131712259371835	U296	week3	Fall2016	BRMPS	1xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U526_5	0.0010121457489878543	U526	week3	Winter2018	BRMPS	2xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U161_1	0.0010050251256281408	U161	week1	Winter2016	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-70:U250-2_S126_L001_001	U526_4	0.001004016064257028	U526	week3	Winter2018	BRMPS	2xdaily	0.53	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
sv-7:U346-7_S318_L001_001	U132_5	0.30934479054779807	U132	week3	Winter2016	BRMPS	2xdaily	0.55	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U535_4	0.25792811839323465	U535	week3	Winter2018	BRMPS	2xdaily	0.59	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U132_7	0.21196222455403987	U132	week3	Winter2016	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U231_3	0.16451612903225807	U231	week1	Fall2016	BRMPS	1xdaily	0.55	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U529_4	0.15328467153284672	U529	week3	Winter2018	BRMPS	2xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U529_1	0.1527777777777778	U529	week1	Winter2018	BRMPS	2xdaily	0.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U261_4	0.15021008403361344	U261	week3	Fall2016	BRMPS	1xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U529_6	0.14942528735632185	U529	week3	Winter2018	BRMPS	2xdaily	0.59	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U188_5	0.14101184068891282	U188	week3	Winter2016	BRMPS	2xdaily	0.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U214_4	0.13876146788990826	U214	week3	Fall2016	BRMPS	1xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U519_6	0.13852813852813853	U519	week3	Winter2018	BRMPS	2xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U149_6	0.13702928870292888	U149	week3	Winter2016	BRMPS	2xdaily	0.89	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U581_1	0.13564668769716087	U581	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U188_7	0.13391877058177826	U188	week3	Winter2016	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U188_6	0.13275299238302501	U188	week3	Winter2016	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U261_2	0.12858660998937302	U261	week1	Fall2016	BRMPS	1xdaily	0.59	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U500_6	0.1272923408845739	U500	week3	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U166_6	0.12679162072767364	U166	week3	Winter2016	BRMPS	2xdaily	0.17	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U581_2	0.12606837606837606	U581	week1	Winter2018	BRMPS	2xdaily	0.34	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U581_6	0.1259181532004197	U581	week3	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U581_3	0.12430632630410655	U581	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U127_4	0.1238390092879257	U127	week1	Winter2016	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U276_5	0.1235565819861432	U276	week3	Fall2016	BRMPS	1xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U510_3	0.12343096234309624	U510	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U529_5	0.1231578947368421	U529	week3	Winter2018	BRMPS	2xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U149_4	0.12280701754385964	U149	week1	Winter2016	BRMPS	2xdaily	0.96	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U500_1	0.12235817575083426	U500	week1	Winter2018	BRMPS	2xdaily	0.59	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U581_5	0.12143611404435058	U581	week3	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U152_8	0.1196236559139785	U152	week3	Winter2016	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U261_1	0.11745334796926454	U261	week1	Fall2016	BRMPS	1xdaily	0.6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U132_6	0.11709844559585492	U132	week3	Winter2016	BRMPS	2xdaily	0.57	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U529_3	0.11673553719008264	U529	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U526_2	0.115625	U526	week1	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U214_5	0.11464245175936436	U214	week3	Fall2016	BRMPS	1xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U128_8	0.11386696730552424	U128	week3	Winter2016	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U519_3	0.11363636363636363	U519	week1	Winter2018	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U510_6	0.11359026369168357	U510	week3	Winter2018	BRMPS	2xdaily	0.5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U262_1	0.1130890052356021	U262	week1	Fall2016	BRMPS	1xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U153_5	0.11292073832790445	U153	week3	Winter2016	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U541_1	0.11124260355029586	U541	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U529_2	0.1108695652173913	U529	week1	Winter2018	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U530_4	0.11027837259100642	U530	week3	Winter2018	BRMPS	2xdaily	0.26	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U261_5	0.10960334029227557	U261	week3	Fall2016	BRMPS	1xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U291_4	0.10819672131147541	U291	week3	Fall2016	BRMPS	1xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U152_5	0.10790464240903387	U152	week3	Winter2016	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U518_3	0.10730088495575221	U518	week1	Winter2018	BRMPS	2xdaily	0.45	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U500_3	0.10698689956331878	U500	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U581_4	0.10330578512396695	U581	week3	Winter2018	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U149_3	0.10311493018259936	U149	week1	Winter2016	BRMPS	2xdaily	0.79	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U519_4	0.10248112189859762	U519	week3	Winter2018	BRMPS	2xdaily	0.46	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U127_8	0.10112359550561797	U127	week3	Winter2016	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U535_5	0.1	U535	week3	Winter2018	BRMPS	2xdaily	0.23	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U291_5	0.09954233409610984	U291	week3	Fall2016	BRMPS	1xdaily	0.57	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U526_1	0.09918200408997956	U526	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U535_6	0.0989010989010989	U535	week3	Winter2018	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U271_3	0.09879518072289156	U271	week1	Fall2016	BRMPS	1xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U132_8	0.09842931937172775	U132	week3	Winter2016	BRMPS	2xdaily	0.29	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U127_3	0.09842931937172775	U127	week1	Winter2016	BRMPS	2xdaily	0.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U132_3	0.09776833156216791	U132	week1	Winter2016	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U535_1	0.09673659673659674	U535	week1	Winter2018	BRMPS	2xdaily	0.31	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U149_5	0.09657320872274143	U149	week3	Winter2016	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U166_8	0.09626274065685164	U166	week3	Winter2016	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U541_5	0.09586056644880174	U541	week3	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U149_7	0.09533678756476684	U149	week3	Winter2016	BRMPS	2xdaily	0.82	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U300_4	0.09523809523809523	U300	week3	Fall2016	BRMPS	1xdaily	0.62	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U166_7	0.09330406147091108	U166	week3	Winter2016	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U507_4	0.09299781181619256	U507	week3	Winter2018	BRMPS	2xdaily	0.43	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U276_4	0.0927947598253275	U276	week3	Fall2016	BRMPS	1xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U530_5	0.0926517571884984	U530	week3	Winter2018	BRMPS	2xdaily	0.35	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U517_1	0.09156378600823045	U517	week1	Winter2018	BRMPS	2xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U536_5	0.09060402684563758	U536	week3	Winter2018	BRMPS	2xdaily	0.45	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U250_2	0.09019165727170236	U250	week1	Fall2016	BRMPS	1xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U248_2	0.08994708994708994	U248	week1	Fall2016	BRMPS	1xdaily	0.53	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U519_2	0.08936651583710407	U519	week1	Winter2018	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U500_4	0.08879492600422834	U500	week3	Winter2018	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U262_2	0.08808290155440414	U262	week1	Fall2016	BRMPS	1xdaily	0.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U128_6	0.08782201405152225	U128	week3	Winter2016	BRMPS	2xdaily	0.2	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U541_6	0.08704663212435233	U541	week3	Winter2018	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U273_2	0.0861504907306434	U273	week1	Fall2016	BRMPS	1xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U507_6	0.08590308370044053	U507	week3	Winter2018	BRMPS	2xdaily	0.53	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U510_5	0.08568548387096774	U510	week3	Winter2018	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U541_4	0.08428720083246619	U541	week3	Winter2018	BRMPS	2xdaily	0.65	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U188_3	0.08378088077336197	U188	week1	Winter2016	BRMPS	2xdaily	0.33	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U250_6	0.08333333333333333	U250	week3	Fall2016	BRMPS	1xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U545_1	0.0832443970117396	U545	week1	Winter2018	BRMPS	2xdaily	0.2	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U520_4	0.08323699421965318	U520	week3	Winter2018	BRMPS	2xdaily	0.56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U131_8	0.08307045215562565	U131	week3	Winter2016	BRMPS	2xdaily	0.59	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U224_2	0.08289611752360965	U224	week1	Fall2016	BRMPS	1xdaily	0.8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U250_3	0.08256880733944955	U250	week1	Fall2016	BRMPS	1xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U261_6	0.08201892744479496	U261	week3	Fall2016	BRMPS	1xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U545_2	0.08135593220338982	U545	week1	Winter2018	BRMPS	2xdaily	0.47	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U501_6	0.08093716719914804	U501	week3	Winter2018	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U188_4	0.08081896551724138	U188	week1	Winter2016	BRMPS	2xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U152_7	0.08064516129032258	U152	week3	Winter2016	BRMPS	2xdaily	0.52	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U510_2	0.08061224489795918	U510	week1	Winter2018	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U223_3	0.0787037037037037	U223	week1	Fall2016	BRMPS	1xdaily	0.65	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U501_4	0.07855626326963906	U501	week3	Winter2018	BRMPS	2xdaily	0.25	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U247_1	0.0777422790202343	U247	week1	Fall2016	BRMPS	1xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U152_6	0.07731958762886598	U152	week3	Winter2016	BRMPS	2xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U131_2	0.07717041800643087	U131	week1	Winter2016	BRMPS	2xdaily	0.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U184_8	0.07708779443254818	U184	week3	Winter2016	BRMPS	2xdaily	0.41	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U128_5	0.07664670658682635	U128	week3	Winter2016	BRMPS	2xdaily	0.4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U248_4	0.07643312101910828	U248	week3	Fall2016	BRMPS	1xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U127_2	0.07556935817805382	U127	week1	Winter2016	BRMPS	2xdaily	0.39	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U519_5	0.07553191489361702	U519	week3	Winter2018	BRMPS	2xdaily	0.43	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U507_3	0.07549361207897794	U507	week1	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U129_7	0.07523510971786834	U129	week3	Winter2016	BRMPS	2xdaily	0.67	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U271_2	0.07514450867052024	U271	week1	Fall2016	BRMPS	1xdaily	0.57	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U519_1	0.07513812154696133	U519	week1	Winter2018	BRMPS	2xdaily	0.12	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U517_6	0.0750256937307297	U517	week3	Winter2018	BRMPS	2xdaily	0.45	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U536_2	0.0737527114967462	U536	week1	Winter2018	BRMPS	2xdaily	0.38	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U291_6	0.07257203842049093	U291	week3	Fall2016	BRMPS	1xdaily	0.51	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U149_8	0.07244897959183673	U149	week3	Winter2016	BRMPS	2xdaily	0.44	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U247_5	0.07231404958677685	U247	week3	Fall2016	BRMPS	1xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U184_2	0.07210031347962383	U184	week1	Winter2016	BRMPS	2xdaily	0.37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U500_5	0.07197382769901854	U500	week3	Winter2018	BRMPS	2xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U521_4	0.07180020811654526	U521	week3	Winter2018	BRMPS	2xdaily	0.23	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U518_2	0.07142857142857142	U518	week1	Winter2018	BRMPS	2xdaily	0.3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U510_4	0.0708502024291498	U510	week3	Winter2018	BRMPS	2xdaily	0.57	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U276_3	0.0707182320441989	U276	week1	Fall2016	BRMPS	1xdaily	0.48	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U247_2	0.0700836820083682	U247	week1	Fall2016	BRMPS	1xdaily	0.58	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U542_3	0.06910994764397906	U542	week1	Winter2018	BRMPS	2xdaily	0.58	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U507_5	0.06888888888888889	U507	week3	Winter2018	BRMPS	2xdaily	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U500_2	0.0684931506849315	U500	week1	Winter2018	BRMPS	2xdaily	0.49	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U300_3	0.06823027718550106	U300	week1	Fall2016	BRMPS	1xdaily	0.69	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U150_1	0.0681586978636826	U150	week1	Winter2016	BRMPS	2xdaily	0.26	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U250_1	0.06798245614035088	U250	week1	Fall2016	BRMPS	1xdaily	0.42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U184_1	0.06741573033707865	U184	week1	Winter2016	BRMPS	2xdaily	0.43	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U530_3	0.0670995670995671	U530	week1	Winter2018	BRMPS	2xdaily	0.19	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U291_3	0.0668103448275862	U291	week1	Fall2016	BRMPS	1xdaily	0.55	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U249_1	0.06673842841765339	U249	week1	Fall2016	BRMPS	1xdaily	0.6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U188_2	0.06673728813559322	U188	week1	Winter2016	BRMPS	2xdaily	0.54	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U521_6	0.06639004149377593	U521	week3	Winter2018	BRMPS	2xdaily	0.35	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U261_3	0.06609808102345416	U261	week1	Fall2016	BRMPS	1xdaily	1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
sv-7:U346-7_S318_L001_001	U127_5	0.06604747162022703	U127	week3	Winter2016	BRMPS	2xdaily	0.35	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
